nome,sku,blingId,arquivo_imagem,fonte,status_imagem
"MINI BOLINHA SEXY","3104000001420","16526303531","","SEM_IMAGEM","OCULTO"
"PISTOLA DE GEL","3104000001238","16521700953","","SEM_IMAGEM","OCULTO"
"ESPATULA P/CREME","3104000001136","16520068769","","SEM_IMAGEM","OCULTO"
"GEL CALMANTE POS DEPILATORIO","3104000001134","16520060831","","SEM_IMAGEM","OCULTO"
"CORTADOR DE UNHA EM GEL","3104000001118","16519238856","","SEM_IMAGEM","OCULTO"
"GEL MASSAGEADOR FORTGEL","3104000001098","16519215552","","SEM_IMAGEM","OCULTO"
"GEL MASSAGEADOR PIMENTA NEGRA","3104000001097","16519215303","","SEM_IMAGEM","OCULTO"
"GELEIA DE BRILHO CORPORAL DOURADA","3104000001096","16519214490","","SEM_IMAGEM","OCULTO"
"GEL KISS GIRS","3104000001093","16519210447","","SEM_IMAGEM","OCULTO"
"ORGANIZADOR DE GELADEIRA","3104000001085","16519205989","","SEM_IMAGEM","OCULTO"
"TIGELA P/SOBREMESA","3104000000947","16517929683","","SEM_IMAGEM","OCULTO"
"BOLSA DE GELO","3104000000943","16517919604","","SEM_IMAGEM","OCULTO"
"ALGEMA INFANTIL","3104000000886","16516734948","","SEM_IMAGEM","OCULTO"
"ARMINHA DE GEL","3104000000840","16516688123","","SEM_IMAGEM","OCULTO"
"VIBRADOR GOLD SEXY","3104000000822","16516524201","","SEM_IMAGEM","OCULTO"
"VIBRADOR PREMIUM SEXY","3104000000821","16516523933","","SEM_IMAGEM","OCULTO"
"BALA LIQUIDA SEXY","3104000000813","16516511103","","SEM_IMAGEM","OCULTO"
"GEL BABBALLO FEMININO","3104000000811","16516510721","","SEM_IMAGEM","OCULTO"
"VIBRADOR SEXY","3104000000809","16516509432","","SEM_IMAGEM","OCULTO"
"PLUG SILICONE SEXY","3104000000805","16516508132","","SEM_IMAGEM","OCULTO"
"PLUG METAL SEXY","3104000000804","16516507925","plug-metal-sexy-3104000000804.jpg","ID_OK","VISIVEL"
"MASTURBADOR EGG LARANJA SEXY","3104000000801","16516507187","egg-twister.png","ID_OK","VISIVEL"
"BOLINHA SEXY","3104000000795","16516505505","","SEM_IMAGEM","OCULTO"
"BARALHO KAMA SUTRA SEXY","3104000000793","16516503922","","SEM_IMAGEM","OCULTO"
"ANEL PENIANO SEXY","3104000000791","16516502926","","SEM_IMAGEM","OCULTO"
"ALGEMA  DE METAL SEXY","3104000000790","16516499854","","SEM_IMAGEM","OCULTO"
"LUBRIFICANTE INTIMO SEXY","3104000000789","16516499068","","SEM_IMAGEM","OCULTO"
"GEL COMESTIVEL SEXY","3104000000788","16516497528","","SEM_IMAGEM","OCULTO"
"GEL ANESTESICO SEXY","3104000000787","16516494826","","SEM_IMAGEM","OCULTO"
"CREME LUVAS DE SILICONE","3104000000687","16515153496","","SEM_IMAGEM","OCULTO"
"GEL BABOSA","3104000000679","16515143729","","SEM_IMAGEM","OCULTO"
"GEL P/ SOBRANCELHA","3104000000653","16515014578","","SEM_IMAGEM","OCULTO"
"UMIDIFICADOR EGG","3104000000627","16513341261","","SEM_IMAGEM","OCULTO"
"ROLO GEL TIRA PELO","3104000000467","16440937469","","SEM_IMAGEM","OCULTO"
"GEL DE UNHA","3104000000463","16440937449","","SEM_IMAGEM","OCULTO"
"CREME CORPORAL PREMIUM","3104000000332","16440936887","","SEM_IMAGEM","OCULTO"
"CREME CORPORAL","3104000000327","16440936871","","SEM_IMAGEM","OCULTO"
"SABONETE INTIMO","3104000000321","16440936860","","SEM_IMAGEM","OCULTO"
"CREME DE PENTEAR","3104000000320","16440936859","","SEM_IMAGEM","OCULTO"
"GELO ARTIFICIAL","3104000000139","16440936042","","SEM_IMAGEM","OCULTO"
"FORMA DE GELO SILICONE","3104000000120","16440935952","","SEM_IMAGEM","OCULTO"
